name,id,address,date,kWh,public_url,installationDate,uid
Telus Spark,594148,220 ST GEORGES DR NE,3/12/2017 15:00,4.745,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-03 15:00:00
Telus Spark,594148,220 ST GEORGES DR NE,3/12/2017 16:00,0.336,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-03 16:00:00
Telus Spark,594148,220 ST GEORGES DR NE,4/12/2017 8:00,0.77,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-04 08:00:00
Telus Spark,594148,220 ST GEORGES DR NE,4/12/2017 9:00,6.241,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-04 09:00:00
Telus Spark,594148,220 ST GEORGES DR NE,4/12/2017 10:00,16.132,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-04 10:00:00
Telus Spark,594148,220 ST GEORGES DR NE,4/12/2017 11:00,13.507,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-04 11:00:00
Telus Spark,594148,220 ST GEORGES DR NE,4/12/2017 12:00,14.851,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-04 12:00:00
Telus Spark,594148,220 ST GEORGES DR NE,4/12/2017 13:00,13.62,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-04 13:00:00
Telus Spark,594148,220 ST GEORGES DR NE,4/12/2017 14:00,11.915,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-04 14:00:00
Telus Spark,594148,220 ST GEORGES DR NE,4/12/2017 15:00,4.244,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-04 15:00:00
Telus Spark,594148,220 ST GEORGES DR NE,4/12/2017 16:00,0.28,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-04 16:00:00
Telus Spark,594148,220 ST GEORGES DR NE,19/12/2017 11:00,4.642,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-19 11:00:00
Telus Spark,594148,220 ST GEORGES DR NE,19/12/2017 12:00,1.977,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-19 12:00:00
Telus Spark,594148,220 ST GEORGES DR NE,19/12/2017 13:00,1.206,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-19 13:00:00
Telus Spark,594148,220 ST GEORGES DR NE,19/12/2017 14:00,0.627,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-19 14:00:00
Telus Spark,594148,220 ST GEORGES DR NE,19/12/2017 15:00,0.048,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-19 15:00:00
Telus Spark,594148,220 ST GEORGES DR NE,23/12/2017 11:00,0.015,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-23 11:00:00
Telus Spark,594148,220 ST GEORGES DR NE,26/12/2017 11:00,0.009,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-26 11:00:00
Telus Spark,594148,220 ST GEORGES DR NE,31/12/2017 12:00,0.071,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-31 12:00:00
